0 0.0000000
0.1745329252 0.1736482
0.3490658504 0.3420201
0.5235987756 0.5000000
0.6981317008 0.6427876
0.872664626 0.7660444
1.0471975512 0.8660254
1.2217304764 0.9396926
1.3962634016 0.9848078
1.5707963268 1.0000000
1.745329252 0.9848078
1.9198621772 0.9396926
2.0943951024 0.8660254
2.2689280276 0.7660444
2.4434609528 0.6427876
2.617993878 0.5000000
2.7925268032 0.3420201
2.9670597284 0.1736482
3.1415926536 0.0000000
3.3161255788 -0.1736482
3.490658504 -0.3420201
3.6651914292 -0.5000000
3.8397243544 -0.6427876
4.0142572796 -0.7660444
4.1887902048 -0.8660254
4.36332313 -0.9396926
4.5378560552 -0.9848078
4.7123889804 -1.0000000
4.8869219056 -0.9848078
5.0614548308 -0.9396926
5.235987756 -0.8660254
5.4105206812 -0.7660444
5.5850536064 -0.6427876
5.7595865316 -0.5000000
5.9341194568 -0.3420201
6.108652382 -0.1736482
6.2831853072 0.0000000
